dc:title,prism:publicationName,prism:coverDate
The human pressure on the middle Vistula River wildlife: the number and distribution of people and their activity on the river during the breeding season of birds,Studia Ecologiae et Bioethicae,2020-12-31
Legal and economic dilemmas of sustainable development in times of global crisis,Studia Ecologiae et Bioethicae,2020-12-31
Panorama of the sustainable development civilization,Studia Ecologiae et Bioethicae,2020-12-31
Praxeological conditioning of the decision-making process in environmental protection,Studia Ecologiae et Bioethicae,2020-12-31
Wordnet Semantic Relations in a Chatbot,Recoletos Multidisciplinary Research Journal,2020-12-31
The Wraths of Fire: Contagion Heuristic and Intuitive Personification Processes in Early Modern Finnish-Karelian Conceptions of Illness,Journal for the Cognitive Science of Religion,2020-12-31
"Kakugi Ko, Kalambuan Mo (KKK Mo) as an Extension Program for Daycare Workers: An Impact Study",Recoletos Multidisciplinary Research Journal,2020-12-31
DSS Framework: A Proposal for Disaster Logistic Support System for the Province of Laguna,Recoletos Multidisciplinary Research Journal,2020-12-31
"Bronze age tell communities in context: An exploration into culture, society, and the study of European prehistory. part 2 practice - the social, space, and materiality","Bronze Age Tell Communities in Context: An Exploration into Culture, Society, and the Study of European Prehistory. Part 2 Practice - The Social, Space, and Materiality",2020-12-31
A Model － Free Adaptive Control Method Based on Particle Swarm Optimization,Aero Weaponry,2020-12-31
PAYING TAXES IN THE DIGITAL AGE,Bratislava Law Review,2020-12-31
ASYMPTOTIC PROPERTIES AND BEHAVIOR OF SOME NONTRIVIAL SEQUENCES,Journal of Numerical Analysis and Approximation Theory,2020-12-31
"Wetland birds of middle Vistula River during breeding season: the impact of human activities on the distribution, abundance and richness of species",Studia Ecologiae et Bioethicae,2020-12-31
TRIGONOMETRIC APPROXIMATION ON THE HEXAGON,Journal of Numerical Analysis and Approximation Theory,2020-12-31
Analysis and Forecasting of Fire incidence in Davao City,Recoletos Multidisciplinary Research Journal,2020-12-31
EXTENDED CONVERGENCE ANALYSIS OF NEWTON-POTRA SOLVER FOR EQUATIONS,Journal of Numerical Analysis and Approximation Theory,2020-12-31
POINTWISE BEST COAPPROXIMATION IN THE SPACE OF BOCHNER INTEGRABLE FUNCTIONS,Journal of Numerical Analysis and Approximation Theory,2020-12-31
GENERALIZED OSTROWSKI INEQUALITIES AND COMPUTATIONAL INTEGRATION,Journal of Numerical Analysis and Approximation Theory,2020-12-31
Textile material from Old Dongola: preliminary observations on trade and sartorial practices in the Ottoman period,Polish Archaeology in the Mediterranean,2020-12-31
Pachoras: a brief history of the town from the 5th to the 7th centuries,Polish Archaeology in the Mediterranean,2020-12-31
A semi-regular mesh simplification algorithm based on inverse Loop subdivision,Journal of Graphics,2020-12-31
Research on Application of Prognostics and Health Management Technology in Aircraft Flight Control System,Aero Weaponry,2020-12-31
"The Changes of Mucous Cells in the Skin of Van Fish [Alburnus tarichi (Güldenstädt, 1814)] during Freshwater Adaptation",Commagene Journal of Biology,2020-12-31
Contributions to Genus Astragalus L. (Fabaceae) in Turkey,Commagene Journal of Biology,2020-12-31
Effects of Acute Sodium Nitrite and Sodium Nitrate on the Development of Drosophila melanogaster,Commagene Journal of Biology,2020-12-31
"Examination of Helminth Parasites in the Fecal Samples of Magpies (Pica pica), Jackdaws (Corvus monedula), and Rooks (Corvus frugilegus) in the Vicinities of Van Province/Turkey",Commagene Journal of Biology,2020-12-31
"First Faunistic Record of Alphitophagus bifasciatus (Say, 1823) (Coleoptera: Tenebrionidae) from East Anatolia (Turkey)",Commagene Journal of Biology,2020-12-31
"Effects of Soil Substrate on the Ecological Features of the Sand Pitbuilding Antlions Myrmeleon formicarius Linnaeus, 1767 (Neuroptera: Myrmeleontidae) Larvae in the Amanos Mountains of Turkey",Commagene Journal of Biology,2020-12-31
House H10 from Marina el-Alamein on the northwest coast of Egypt,Polish Archaeology in the Mediterranean,2020-12-31
"A bull’s-head rhyton from the Museum of Tarsus in Cilicia, southern Turkey",Polish Archaeology in the Mediterranean,2020-12-31
Development of a settlement on the northeastern promontory at ‘Marea’,Polish Archaeology in the Mediterranean,2020-12-31
The faunal remains from Mamluk Khirbat al-Sar (Jordan),Polish Archaeology in the Mediterranean,2020-12-31
Excavations in the northern and eastern parts of the Byzantine town at ‘Marea’,Polish Archaeology in the Mediterranean,2020-12-31
Post-Meroitic cemetery at the Khor Shambat site in Sudan,Polish Archaeology in the Mediterranean,2020-12-31
Metsamor after the 2019 season,Polish Archaeology in the Mediterranean,2020-12-31
Saqqara: research 2020,Polish Archaeology in the Mediterranean,2020-12-31
Glass finds from Area FW at Kom el-Dikka in Alexandria. Season 2019,Polish Archaeology in the Mediterranean,2020-12-31
Tell el-Retaba (West) Season 2019,Polish Archaeology in the Mediterranean,2020-12-31
"Alexandria, Kom el-Dikka. Fieldwork in the 2019 season",Polish Archaeology in the Mediterranean,2020-12-31
Group of tetradrachms from the reign of Diocle-tian discovered at Kom el-Dikka in Alexandria,Polish Archaeology in the Mediterranean,2020-12-31
STEREOSCOPY’S IMPACT ON THE MAKING OF DIGITAL VISUAL EFFECTS IN FILMS,International Journal on Stereo and Immersive Media,2020-12-31
"A group of early Roman lamps from Chhîm, Lebanon: preliminary research on shapes, fabric and provenance",Polish Archaeology in the Mediterranean,2020-12-31
"An integrated geoarchaeo-logical approach to Late Iron Age settlement at the Kaštelina hillfort (Lopar, Island of Rab, Croatia) using Amplitude Data Comparison (ADC) method and trial excavation",Polish Archaeology in the Mediterranean,2020-12-31
“Eternal Bodies”: images of archangels in the upper parts of Nubian buildings,Polish Archaeology in the Mediterranean,2020-12-31
Stone block surplus? Reconstruction of the building process and architectural form of Marina el-Alamein hypogea,Polish Archaeology in the Mediterranean,2020-12-31
"Construction of Authenticity in Islamic Law: An Analysis of Polygamy, Divorce, and Political Participation of Women",Islamic Studies,2020-12-31
Multimodality Imaging of Common Breast Cancers,Contemporary Diagnostic Radiology,2020-12-31
Al-Fatāwā al-‘Ālamgīriyyah: Ḥanafī Legal Code of the Mughal Empire,Islamic Studies,2020-12-31
Discourse on the Legality of Rebellion in the Manuals of Creed with Focus on the Ḥanafī and Shāfi‘ī Jurists,Islamic Studies,2020-12-31
Ṭahārah: The Principle of Purity in Ismā‘īlī Interpretation,Islamic Studies,2020-12-31
"Cognitive Restructuring of Psychology: The Case for a Vertical and Horizontaḥ Integrated, Embedded Curriculum Model for Islamic Psychology",Islamic Studies,2020-12-31
"The Potential Distribution and Westernmost Record of Eremias strauchi Kessler, 1878 in Turkey",Commagene Journal of Biology,2020-12-31
Pottery from the late roman hilltop settlement at ančnikovo gradišče (Slovenia),Rei Cretariae Romanae Fautorum: Acta 46 Congressus tricesimus primus Rei Cretariae Romanae Fautorum Napocae habitus MMXVIII,2020-12-31
ADVANCED OXIDATIVE PROCESSES IN THE TREATMENT OF WASTEWATER: MECHANISTIC POSSIBILITIES IN POLLUTANT DEGRADATION,Brazilian Journal of Biosystems Engineering,2020-12-31
From the ethology of animals to the human ecology,Studia Ecologiae et Bioethicae,2020-12-31
Metaphoricity of lexemes from the lexical field family in english and porodica in serbian,Filolog (Banja Luka),2020-12-31
A METAPHORICAL AND IMAGED INTEGRATION OF THE TREE IN MANAGEMENT: FROM AN “ORGANISATIONAL MODEL OF THE TREE” TO THE “STRATEGIC TREE”,Revue Forestiere Francaise,2020-12-31
"The port of Al Baleed (southern Oman), the trade in frankincense and its coveted treasures",Polish Archaeology in the Mediterranean,2020-12-31
Experience design for virtual reality. From illusion to agency,International Journal on Stereo and Immersive Media,2020-12-31
DO THE NEW PEACE AGREEMENTS BETWEEN ISRAEL AND THE GULF STATES SET A “HONEY TRAP” FOR ISRAEL?,Bratislava Law Review,2020-12-31
"Taberna 1 from mirobriga (santiago do cacém, Portugal): Ceramic evolution of the late antique levels",Rei Cretariae Romanae Fautorum: Acta 46 Congressus tricesimus primus Rei Cretariae Romanae Fautorum Napocae habitus MMXVIII,2020-12-31
Techno-economic assessment of wind energy conversion systems for power generation for the city of N'Djamena in Chad,Journal of Renewable Energies,2020-12-31
IV LKWA: an information visual analysis tool with advanced L-K optical flow based WebAR,Journal of Graphics,2020-12-31
The myth of responsiveness. Discourse analysis on the indirect effectiveness of building orders and planning-law expropriations,Raumforschung und Raumordnung,2020-12-31
The Role of Linguistics in Veracity Evaluation,International Journal of Language and Law,2020-12-31
EVIL AND FREE WILL: CONTEMPORARY FREE-WILL DEFENSE AND CLASSICAL THEISM,Filosofiya. Zhurnal Vysshey Shkoly Ekonomiki,2020-12-31
"Care of the Self, Somaesthetics, and Men Affected by Eating Disorders: Rethinking the Focus on Men’s Beauty Ideals",Journal of Somaesthetics,2020-12-31
Functional classification of small towns in Germany. A methodological comparison,Raumforschung und Raumordnung,2020-12-31
HOW TO BELIEVE FAITHFULLY AND FIRMLY?,Filosofiya. Zhurnal Vysshey Shkoly Ekonomiki,2020-12-31
Three-Dimensional Coupling Optimal Guidance Law Based on Lie Group Theory,Aero Weaponry,2020-12-31
Study on New Algorithm for Fast Correction of Guidance Large - Loop Against High Maneuvering Target,Aero Weaponry,2020-12-31
On Quasi-Conformally Flat Para-Sasakian Manifolds,Turkish Journal of Mathematics and Computer Science,2020-12-31
Towards an Automatic Recognition of Mixed Languages: The Case of Ukrainian-Russian Hybrid Language Surzhyk,Umanistica Digitale,2020-12-31
PSINES: Activity and Availability Prediction for Adaptive Ambient Intelligence,ACM Transactions on Autonomous and Adaptive Systems,2020-12-31
"Configuration of Research Culture: Investment, Process, and Norm",Recoletos Multidisciplinary Research Journal,2020-12-31
Ratooning Response of Lowland Rice NSIC Rc352 (Oryza sativa L.) to Method of Nitrogen Application,Recoletos Multidisciplinary Research Journal,2020-12-31
Classical theory of analysis and synthesis,Filosofiya Nauki i Tehniki,2020-12-31
Boosting up crafts: Rites and local production of pottery,Rei Cretariae Romanae Fautorum: Acta 46 Congressus tricesimus primus Rei Cretariae Romanae Fautorum Napocae habitus MMXVIII,2020-12-31
Doubly relevant: Critical infrastructures of Daseinsvorsorge,Raumforschung und Raumordnung,2020-12-31
The Contribution of The Intensity of Playing Online Games and The Supervision of Both Working Parents Towards Children’s Religiosity,Jurnal Pendidikan Agama Islam,2020-12-31
Ecology through the eyes of a non-ecologist,Studia Ecologiae et Bioethicae,2020-12-31
"Stingless bee Meliponula Cockerell (Hymenoptera: Apidae: Meliponini) ground nest architecture and traditional knowledge on the use of honey in the Amhara Region, Northwest Ethiopia",Israel Journal of Entomology,2020-12-31
The Control of Panicle Blight Bacterial Pathogen on Rice Seeds Through In Vitro Treatments,Borneo Journal of Resource Science and Technology,2020-12-31
Text-Linguistic Analysis in Forensic Authorship Attribution,International Journal of Language and Law,2020-12-31
Géza Csáth's Musicographical Work and His Fundamental Aesthetic Viewpoints,Studia Musicologica,2020-12-31
Zwischen Ost und West: Franz Liszts nationale Identität in der Wiener Musikkritik (1857-1900),Studia Musicologica,2020-12-31
Behind Musical Stages: The Role of Concert Bureaus in the Musical Life of Kristiania in the First Decades of the 20th Century,Studia Musicologica,2020-12-31
Alexander Albrecht's Musical Output in the Milieu of Interwar Bratislava,Studia Musicologica,2020-12-31
Franz Liszt's Cantico del Sol: A Source Study,Studia Musicologica,2020-12-31
"Dramaturgical, Theoretical, and Musical Associations between Max Brand's Maschinist Hopkins and Alban Berg's Operas",Studia Musicologica,2020-12-31
Dohnányi's Orchestrations of Schubert's Fantasy in F Minor and the Moments musicaux Piano Cycle,Studia Musicologica,2020-12-31
A Reconstruction of Late Renaissance Music in Nono's Prometeo,Studia Musicologica,2020-12-31
".,And that is how my first records appeared under the name of Dr Richard Strauss"" George Szells und Richard Strauss' Einspielung von Don Juan (1916)",Studia Musicologica,2020-12-31
The defenses of the Roman legionary fortress at Novae (Lower Moesia) and coin finds from the “Per lineam munitionum” project: numismatic and archaeological interpretation,Polish Archaeology in the Mediterranean,2020-12-31
High-risk electrocardiographic patterns in Patients with acute coronary syndrome,Archivos Peruanos de Cardiologia y Cirugia Cardiovascular,2020-12-31
In-vitro antisickling and sickling-reversal activities of Carica papaya fruit at different stages of ripening,Babcock University Medical Journal,2020-12-31
Searching of the Genetically Modified Organisms and Their Products’ Status and Evaluation of Food Safety and Regulations in Turkey in terms of the Forensic Sciences,Commagene Journal of Biology,2020-12-31
Progresses in UAV/USV Cooperative Control,Aero Weaponry,2020-12-31
The influence of cultural factors on the collapse of the Greenland Norse civilization,Studia Ecologiae et Bioethicae,2020-12-31
The Effect of Exogenous Proline Application on Cotton Plant (Gossypium hirsutum L.) Under Drought Stress on Some Physiological Parameters,Commagene Journal of Biology,2020-12-31
The celebration of the lizard: The iconography and iconology of a magic ritual against the evil forces,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Between the pure and the impure: The peculiar case of the homo sacer,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Blessings and curses in Virgil's Eclogues,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
"""Who is his mother so I can curse him?"": The role of the mother as a passive (dangerous) medium on curse tablets",Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
"2018 Symposium Classicum Peregrinum: ""Blessings and Curses in Antiquity"" June 21-24, 2018 Lonato del Garda, Italy",Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
"Who protects children in the Roman religion? From whom? Some reflections concerning Carna, Ino, and Thesan, in connection with Mater Matuta",Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Devotio and human sacrifice in archaic Italy and Rome,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
"The Filatterio Capitolino, The Greek-Jewish foil preserved in The Musei Capitolini: A new contribution concerning its discovery site",Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
The power of ancient stones: Protecting children in Greek Sicily,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Cassius Dio and the Sacred,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Blessings for the sailors. The cult of the Great Gods of Samothrace in the Mediterranean context between the Hellenistic and Roman Ages,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
"Sacratio capitis, devotio, and blood in the Roman law and religion",Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Contra invidentium effascinationes: Prophylaxis and the evil eye in some gems of the republican Roman era with grotesque subjects,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
"A new way of understanding the relationship between men and the gods: Socrates, gods and wealth",Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Signs and premonitions for Alexander's reign,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
"""To the ravens"": Curses from the Oracle of Abonouteichos",Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Magic and maleficia in the Ancient World: The case of Roman Sardinia,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
The oath and the breaking of oath as curse in the ancient Celtic world: The case of the encounter between the Celts and Alexander the Great on the Danube in 335 BC,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
The prayers of evocatio and devotio: Between religious ritual and Roman law,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
"Anna Perenna in Vergil, Ovid, and Statius: A Curse or A Blessing?",Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
Dido's curse of Aeneas and Rome: An historical endorsement of prophetic emotions,Acta Antiqua Academiae Scientiarum Hungaricae,2020-12-31
A PREDATOR-PREY MODEL IN THE CHEMOSTAT WITH HOLLING TYPE II RESPONSE FUNCTION,Mathematics in Applied Sciences and Engineering,2020-12-31
HIGH-ORDER MIMETIC DIFFERENCE SIMULATION OF UNSATURATED FLOW USING RICHARDS EQUATION,Mathematics in Applied Sciences and Engineering,2020-12-31
Graduate Education during COVID-19 Pandemic: Inputs to Policy Formulation in the New Normal,Recoletos Multidisciplinary Research Journal,2020-12-31
A FAMILY OF QUASI-VARIABLE MESHES HIGH-RESOLUTION COMPACT OPERATOR SCHEME FOR BURGER’S-HUXLEY AND BURGER’S-FISHER EQUATION,Mathematics in Applied Sciences and Engineering,2020-12-31
TRANSIENT DYNAMICS OF THE KIDNEY DISEASE EPIDEMIC AMONG HIV-INFECTED INDIVIDUALS,Mathematics in Applied Sciences and Engineering,2020-12-31
CONTROLLING RABIES EPIDEMICS IN NEPAL WITH LIMITED RESOURCES: OPTIMAL CONTROL THEORY APPROACH,Mathematics in Applied Sciences and Engineering,2020-12-31
EXAMINING HIV PROGRESSION MECHANISMS VIA MATHEMATICAL APPROACHES,Mathematics in Applied Sciences and Engineering,2020-12-31
A SOLUTION TO A FRACTIONAL ORDER SEMILINEAR EQUATION USING VARIATIONAL METHOD,Mathematics in Applied Sciences and Engineering,2020-12-31
THE EUROPEAN PUBLIC PROSECUTOR'S OFFICE: NEW ACTOR IN EU CRIMINAL LAW,Bratislava Law Review,2020-12-31
PREFACE: THEMATIC ISSUE IN MATHEMATICAL BIOLOGY AND APPLIED EVOLUTIONARY EQUATIONS,Mathematics in Applied Sciences and Engineering,2020-12-31
Independent Self-Concept Promotes Group Creativity in a Collectivistic Cultural Context Only When the Group Norm Supports Collectivism,Group Dynamics,2020-12-31
APPLY OR NOT TO APPLY? A COMPARATIVE VIEW ON TERRITORIAL APPLICATION OF CCPA AND GDPR,Bratislava Law Review,2020-12-31
Direct and Indirect Factors Affecting Teachers’ Burnout in the New Normal,Recoletos Multidisciplinary Research Journal,2020-12-31
Dynamic Modeling and Analysis of Aircraft Cockpit Control System,Aero Weaponry,2020-12-31
"Digital annotation of ancient texts. Ancient languages and Digital Humanities, between research and didactics",Umanistica Digitale,2020-12-31
Healthy places: Mapping the theoretical landscape,Enquiry,2020-12-31
Unclear Parts of Ana Katarina Zrinska's Sibila,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
The Role of Bleiweis' Newspaper Kmetijske in rokodelske novice in the Formation of a Unified Standard Slovenian Language,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
The Dual Tradition of the Latin-Script Orthography in the Croatian Language: A Historical Overview,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
The Architectonics of Sensibility in the View of the Theory of Cultural Transfer: Early Prose by Panteleimon Kulish,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
"Ukrainian Phraseologisms Denoting Human Actions, Deeds, and Behaviour (on the Base of the Transcarpathian Ukrainian Writer Myroslav Dochynets's Prose)",Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
"Access to constitutional complaint procedures: A real chance? Remarks on the availability of legal aid in constitutional court procedures in Austria, Germany and Hungary",Hungarian Journal of Legal Studies,2020-12-31
(Proto-)Hypertextuality of the Double End in the Story The Devil by L. Tolstoy,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
The heritage of the League of Nations' minority protection system,Hungarian Journal of Legal Studies,2020-12-31
Two Medical Cases - Two Ways of Self-Realization,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
Civil law and the role of the State,Hungarian Journal of Legal Studies,2020-12-31
Research Status and Development Trend of the United States UAV Swarm Battlefield,Aero Weaponry,2020-12-31
Neologisms in the Era of Pandemics: Markers of Qualification,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
Diminutive Contronyms in Ukrainian,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
Language Contacts and Language History in István Nyomárkay's Research,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
The Functioning of the Vocabulary Designating Natural Disasters in the Ukrainian Language in the 16th-18th Centuries,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
Presidential politics of constitutional amendment in Francophone Africa: The case of Senegal,Hungarian Journal of Legal Studies,2020-12-31
Hungarian-Polish Dialogues in Lew Wȩgliński's Heritage,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
The Functional-Semantic Field of the Imperative Category in Journalistic Discourse: Problems of Structure Definition and Description,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
The Image of Ung County Based on the Canonical Visitation from 1734,Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
Valence Characteristics of Action and Procedural Verbs in Language and Speech (A Comparative Aspect),Studia Slavica Academiae Scientiarum Hungaricae,2020-12-31
"Microplastics Determination in the Rivers with Different Urbanisation Variances: A Case Study in Kuching City, Sarawak, Malaysia",Borneo Journal of Resource Science and Technology,2020-12-31
CICERO’S ARTES LIBERALES AND THE LIBERAL ARTS,Ciceroniana On Line,2020-12-31
Of a long silence... Cicero in the French 'Querelle des Inversions' (1667-1751),Ciceroniana On Line,2020-12-31
CICERO ON ARTES LIBERALES. MERITS AND PROBLEMS,Ciceroniana On Line,2020-12-31
The French reception of Cicero in the 20th century: The case of Carcopino,Ciceroniana On Line,2020-12-31
DIFFERENCE IS NOT INDIFFERENCE: CICERO AND MODERN JAPAN,Ciceroniana On Line,2020-12-31
THE FORMATION OF CIVIL SOCIETY: CICERO’S ROLE IN ARTES LIBERALES EDUCATION TODAY PANEL DISCUSSION,Ciceroniana On Line,2020-12-31
Cicero in the classroom: An Austrian case study,Ciceroniana On Line,2020-12-31
"Termite Fauna of Gunung Telapak Buruk, Berembun Forest Reserve, Negeri Sembilan, Malaysia",Borneo Journal of Resource Science and Technology,2020-12-31
A Marine Natural Products as Modulators of Multidrug Resistance,Journal of Cancer Research Updates,2020-12-31
Inverse Design of Control Law for Altitude Subsystem of Hypersonic Vehicle,Aero Weaponry,2020-12-31
OPTIMAL PROPERTIES FOR DEFICIENT QUARTIC SPLINES OF MARSDEN TYPE,Journal of Numerical Analysis and Approximation Theory,2020-12-31
"El barrio alfarero de cartuja (granada, españa). análisis de un testar localizado en las recientes intervenciones del sector beiro",Rei Cretariae Romanae Fautorum: Acta 46 Congressus tricesimus primus Rei Cretariae Romanae Fautorum Napocae habitus MMXVIII,2020-12-31
The bases and methodology of deep ecology,Studia Ecologiae et Bioethicae,2020-12-31
The Nile Delta during the Early Dynastic and the Old Kingdom periods. Preliminary remarks on the evolution of settlement landscape,Polish Archaeology in the Mediterranean,2020-12-31
"An Ethnobotanical Study of Indigenous Leafy Vegetables Among Local Communities in Bintulu, Sarawak, Malaysia",Borneo Journal of Resource Science and Technology,2020-12-31
"Modern limpet home scar on the Devonian cliffs, North coast Central and West Cornwall (United Kingdom), and Lower Cretaceous Patellichnus from Romania",Geo-Eco-Marina,2020-12-31
Linking geological and geomorphological features. Case study: Slănicul de Buzău valley,Geo-Eco-Marina,2020-12-31
Theory and methods for calculating the inertial-braking characteristics of a ship,Theory and methods for calculating the inertial-braking characteristics of a ship,2020-12-31
Whole liver deceased donor liver transplantation for pediatric recipients: Single-center experience for 20 years,Korean Journal of Transplantation,2020-12-31
Incidence and relative risk factors in posttransplant diabetes mellitus patients: A retrospective cohort study,Korean Journal of Transplantation,2020-12-31
Effects of intolerance of uncertainty on turnover intention in transplantation coordinators: The roles of burnout and grit,Korean Journal of Transplantation,2020-12-31
Serum creatinine level at 1-month posttransplant can independently predict long-term graft survival and functional status,Korean Journal of Transplantation,2020-12-31
Renal transplantation in patients with an augmentation cystoplasty,Korean Journal of Transplantation,2020-12-31
The feasibility of organ transplantation during the COVID-19 outbreak: Experiences from South Korea,Korean Journal of Transplantation,2020-12-31
Acute allograft dysfunction mimicking thrombotic microangiopathy in kidney transplant recipient with renal infarction: Case report and review of literatures,Korean Journal of Transplantation,2020-12-31
Liver transplantation for azithromycin-induced severe liver injury,Korean Journal of Transplantation,2020-12-31
Assessment of atmospheric water vapor remote sensing using GPS signals by Radiosonde and MODIS satellite images,Geo-Eco-Marina,2020-12-31
EFFECT OF LUMINOUS SPECTRUM AND BAP ON PLB INDUCTION FROM CALLI OF Cattleya nobilior Rchb.f. (ORCHIDACEAE),Brazilian Journal of Biosystems Engineering,2020-12-31
Kazimierz toporowicz (1931–2020),Sport i Turystyka,2020-12-31
"A review of the weevil genus thamiocolus (Coleoptera: Curculionidae: Conoderinae: Ceutorhynchitae: Ceutorhynchini) from Israel, with notes on some adaptive features of ceutorhynchini and a new synonymy",Israel Journal of Entomology,2020-12-31
The Contagious Muhammad: Addressing Prophetic Relics in Islam from the Perspective of the Cognitive Science of Religion,Journal for the Cognitive Science of Religion,2020-12-31
Detection of Ectoparasite Lernaea cyprinacea (Copepoda: Lernaeidae) on some Cypriniformes Fish from the Mediterranean Region of Turkey,Commagene Journal of Biology,2020-12-31
Causes of donation failure and improvement measures analyzed based on data from domestic deceased donors in 2019,Korean Journal of Transplantation,2020-12-31
Acoustic analysis of Chinese tone production by Thai-speaking learners of L2 Chinese,Journal of Second Language Studies,2020-12-31
"Supplying wine, olive oil and fish products to the lower danube frontier (2nd-7th century ad): The case of dinogetia",Rei Cretariae Romanae Fautorum: Acta 46 Congressus tricesimus primus Rei Cretariae Romanae Fautorum Napocae habitus MMXVIII,2020-12-31
Cross-linguistic influence of L2 on L1 in late Chinese-English bilinguals the case of subject realisation,Journal of Second Language Studies,2020-12-31
Foreword,Journal of Second Language Studies,2020-12-31
The roman and late roman ceramics from the heroon of harbor street at knidos,Rei Cretariae Romanae Fautorum: Acta 46 Congressus tricesimus primus Rei Cretariae Romanae Fautorum Napocae habitus MMXVIII,2020-12-31
Facilitative transfer only? L3 acquisition of Mandarin sentence-final particle clusters by English-Cantonese bilinguals,Journal of Second Language Studies,2020-12-31
Connections between africa and crete in the late roman and proto-byzantine periods attested in the south building at gortyna,Rei Cretariae Romanae Fautorum: Acta 46 Congressus tricesimus primus Rei Cretariae Romanae Fautorum Napocae habitus MMXVIII,2020-12-31
Contributo alla conoscenza di nora in età tardo-antica: Il contesto ceramico dell'ambiente ipogeo o 'vano g',Rei Cretariae Romanae Fautorum: Acta 46 Congressus tricesimus primus Rei Cretariae Romanae Fautorum Napocae habitus MMXVIII,2020-12-31
Effects of task type on L2 Mandarin fluency development,Journal of Second Language Studies,2020-12-31
Roles of positive and indirect negative evidence in L2 feature reassembly An empirical study of L2 acquisition of Chinese and Thai collective markers,Journal of Second Language Studies,2020-12-31
Definiteness constraint on subjects in L2 and L3 Mandarin grammars Empirical evidence concerning the source of transfer in L3 acquisition,Journal of Second Language Studies,2020-12-31
Academy of physical education in warsaw in “action of communication of factories (City) and the village” in the years 1949–1954,Sport i Turystyka,2020-12-31
Czechoslovak female athletes at the international scene during the interwar period between wwi and wwii,Sport i Turystyka,2020-12-31
Inconveniences of studying during a pandemic – a case study,Sport i Turystyka,2020-12-31
Mobility and sustainable religious tourism – accessibility of holy sites,Sport i Turystyka,2020-12-31
Organization determinants of physical culture evolution in koszalin region in 1950–1975,Sport i Turystyka,2020-12-31
A review of the jewel beetles of the genus meliboeus in israel (Coleoptera: Buprestidae),Israel Journal of Entomology,2020-12-31
"On afromygale, a new mygalomorph spider genus from east africa (Araneae: Pycnothelidae)",Israel Journal of Entomology,2020-12-31
Profile of a species: Attagenus rufiventris pic (coleoptera: Dermestidae),Israel Journal of Entomology,2020-12-31
The caterpillar hunter beetles calosoma weber (Coleoptera: Carabidae) in the southern levant,Israel Journal of Entomology,2020-12-31
"An annotated checklist of the crambidae (Lepidoptera: Pyraloidea) of Israel, with remarks on their distribution and phenology",Israel Journal of Entomology,2020-12-31
A review of the plume moth fauna (Lepidoptera: Pterophoridae) of Israel,Israel Journal of Entomology,2020-12-31
Research on Development of Anti-UAV Technology,Aero Weaponry,2020-12-31
Review and analysis of image defogging algorithm,Journal of Graphics,2020-12-31
PRIVATE ANTITRUST ENFORCEMENT IN DIGITAL MARKET,Bratislava Law Review,2020-12-31
Removal of Diazinon Pesticide from Aqueous Solutions by Chemical–thermal-activated Watermelon Rind,International Journal of Environmental Health Engineering,2020-12-31
New humanism or posthumanism? Ethical and legal aspects of the legalisation of euthanasia in the world in the years 2000-2015,Studia Ecologiae et Bioethicae,2020-12-31
Quandary surrounding COVID19 transmission,Journal of Translational Internal Medicine,2020-12-31
